model_name,train_missing_prop,test_missing_prop,seed,outer_fold,prediction_source,inner_model_idx,replicate_id,n_patients,auc
Di-MMLP,0.66,0.33,22,3,ensemble,0,22|outer_3|ensemble,17,0.6060606060606061
Di-MMLP,0.66,0.33,22,4,ensemble,0,22|outer_4|ensemble,16,0.5636363636363636
Di-MMLP,0.66,0.33,22,5,ensemble,0,22|outer_5|ensemble,16,0.7454545454545454
Di-MMLP,0.66,0.33,2002,1,ensemble,0,2002|outer_1|ensemble,17,0.2727272727272727
Di-MMLP,0.66,0.33,2002,2,ensemble,0,2002|outer_2|ensemble,17,0.6212121212121212
Di-MMLP,0.66,0.33,2002,3,ensemble,0,2002|outer_3|ensemble,17,0.4242424242424243
Di-MMLP,0.66,0.33,2002,4,ensemble,0,2002|outer_4|ensemble,16,0.49090909090909085
Di-MMLP,0.66,0.33,2002,5,ensemble,0,2002|outer_5|ensemble,16,0.3636363636363636
Di-MMLP,0.66,0.33,18473,1,ensemble,0,18473|outer_1|ensemble,17,0.6212121212121212
Di-MMLP,0.66,0.33,18473,2,ensemble,0,18473|outer_2|ensemble,17,0.606060606060606
Di-MMLP,0.66,0.33,18473,3,ensemble,0,18473|outer_3|ensemble,17,0.30303030303030304
Di-MMLP,0.66,0.33,18473,4,ensemble,0,18473|outer_4|ensemble,16,0.7454545454545455
Di-MMLP,0.66,0.33,18473,5,ensemble,0,18473|outer_5|ensemble,16,0.23636363636363633
Di-MMLP,0.66,0.33,55602,1,ensemble,0,55602|outer_1|ensemble,17,0.5757575757575758
Di-MMLP,0.66,0.33,55602,2,ensemble,0,55602|outer_2|ensemble,17,0.6666666666666667
Di-MMLP,0.66,0.33,55602,3,ensemble,0,55602|outer_3|ensemble,17,0.5303030303030303
Di-MMLP,0.66,0.33,55602,4,ensemble,0,55602|outer_4|ensemble,16,0.4
Di-MMLP,0.66,0.33,55602,5,ensemble,0,55602|outer_5|ensemble,16,0.5272727272727273
Di-MMLP,0.66,0.66,4,1,ensemble,0,4|outer_1|ensemble,17,0.25757575757575757
Di-MMLP,0.66,0.66,4,2,ensemble,0,4|outer_2|ensemble,17,0.2727272727272727
Di-MMLP,0.66,0.66,4,3,ensemble,0,4|outer_3|ensemble,17,0.4090909090909091
Di-MMLP,0.66,0.66,4,4,ensemble,0,4|outer_4|ensemble,16,0.5454545454545454
Di-MMLP,0.66,0.66,4,5,ensemble,0,4|outer_5|ensemble,16,0.2545454545454545
Di-MMLP,0.66,0.66,22,1,ensemble,0,22|outer_1|ensemble,17,0.5606060606060606
Di-MMLP,0.66,0.66,22,2,ensemble,0,22|outer_2|ensemble,17,0.4393939393939394
Di-MMLP,0.66,0.66,22,3,ensemble,0,22|outer_3|ensemble,17,0.48484848484848486
Di-MMLP,0.66,0.66,22,4,ensemble,0,22|outer_4|ensemble,16,0.6181818181818182
Di-MMLP,0.66,0.66,22,5,ensemble,0,22|outer_5|ensemble,16,0.38181818181818183
Di-MMLP,0.66,0.66,2002,1,ensemble,0,2002|outer_1|ensemble,17,0.21212121212121213
Di-MMLP,0.66,0.66,2002,2,ensemble,0,2002|outer_2|ensemble,17,0.48484848484848486
Di-MMLP,0.66,0.66,2002,3,ensemble,0,2002|outer_3|ensemble,17,0.3939393939393939
Di-MMLP,0.66,0.66,2002,4,ensemble,0,2002|outer_4|ensemble,16,0.38181818181818183
Di-MMLP,0.66,0.66,2002,5,ensemble,0,2002|outer_5|ensemble,16,0.2545454545454545
Di-MMLP,0.66,0.66,18473,1,ensemble,0,18473|outer_1|ensemble,17,0.4545454545454546
Di-MMLP,0.66,0.66,18473,2,ensemble,0,18473|outer_2|ensemble,17,0.5909090909090908
Di-MMLP,0.66,0.66,18473,3,ensemble,0,18473|outer_3|ensemble,17,0.24242424242424243
Di-MMLP,0.66,0.66,18473,4,ensemble,0,18473|outer_4|ensemble,16,0.6727272727272727
Di-MMLP,0.66,0.66,18473,5,ensemble,0,18473|outer_5|ensemble,16,0.3818181818181817
Di-MMLP,0.66,0.66,55602,1,ensemble,0,55602|outer_1|ensemble,17,0.37878787878787873
Di-MMLP,0.66,0.66,55602,2,ensemble,0,55602|outer_2|ensemble,17,0.5606060606060606
Di-MMLP,0.66,0.66,55602,3,ensemble,0,55602|outer_3|ensemble,17,0.3181818181818182
Di-MMLP,0.66,0.66,55602,4,ensemble,0,55602|outer_4|ensemble,16,0.4
Di-MMLP,0.66,0.66,55602,5,ensemble,0,55602|outer_5|ensemble,16,0.32727272727272727
Di-PAM,0.0,0.0,4,1,ensemble,0,4|outer_1|ensemble,17,0.6212121212121211
Di-PAM,0.0,0.0,4,2,ensemble,0,4|outer_2|ensemble,17,0.36363636363636365
Di-PAM,0.0,0.0,4,3,ensemble,0,4|outer_3|ensemble,17,0.34848484848484845
Di-PAM,0.0,0.0,4,4,ensemble,0,4|outer_4|ensemble,16,0.2727272727272727
Di-PAM,0.0,0.0,4,5,ensemble,0,4|outer_5|ensemble,16,0.6909090909090909
Di-PAM,0.0,0.0,22,1,ensemble,0,22|outer_1|ensemble,17,0.6060606060606061
Di-PAM,0.0,0.0,22,2,ensemble,0,22|outer_2|ensemble,17,0.45454545454545453
Di-PAM,0.0,0.0,22,3,ensemble,0,22|outer_3|ensemble,17,0.5606060606060607
Di-PAM,0.0,0.0,22,4,ensemble,0,22|outer_4|ensemble,16,0.5454545454545454
Di-PAM,0.0,0.0,22,5,ensemble,0,22|outer_5|ensemble,16,0.7454545454545455
Di-PAM,0.0,0.0,2002,1,ensemble,0,2002|outer_1|ensemble,17,0.45454545454545453
Di-PAM,0.0,0.0,2002,2,ensemble,0,2002|outer_2|ensemble,17,0.8333333333333334
Di-PAM,0.0,0.0,2002,3,ensemble,0,2002|outer_3|ensemble,17,0.48484848484848486
Di-PAM,0.0,0.0,2002,4,ensemble,0,2002|outer_4|ensemble,16,0.5272727272727272
Di-PAM,0.0,0.0,2002,5,ensemble,0,2002|outer_5|ensemble,16,0.5272727272727272
Di-PAM,0.0,0.0,18473,1,ensemble,0,18473|outer_1|ensemble,17,0.5909090909090908
Di-PAM,0.0,0.0,18473,2,ensemble,0,18473|outer_2|ensemble,17,0.6818181818181818
Di-PAM,0.0,0.0,18473,3,ensemble,0,18473|outer_3|ensemble,17,0.43939393939393934
Di-PAM,0.0,0.0,18473,4,ensemble,0,18473|outer_4|ensemble,16,0.6363636363636364
Di-PAM,0.0,0.0,18473,5,ensemble,0,18473|outer_5|ensemble,16,0.5636363636363636
Di-PAM,0.0,0.0,55602,1,ensemble,0,55602|outer_1|ensemble,17,0.5909090909090909
Di-PAM,0.0,0.0,55602,2,ensemble,0,55602|outer_2|ensemble,17,0.5909090909090908
Di-PAM,0.0,0.0,55602,3,ensemble,0,55602|outer_3|ensemble,17,0.6515151515151516
Di-PAM,0.0,0.0,55602,4,ensemble,0,55602|outer_4|ensemble,16,0.509090909090909
Di-PAM,0.0,0.0,55602,5,ensemble,0,55602|outer_5|ensemble,16,0.23636363636363633
Di-PAM,0.0,0.33,4,1,ensemble,0,4|outer_1|ensemble,17,0.6515151515151515
Di-PAM,0.0,0.33,4,2,ensemble,0,4|outer_2|ensemble,17,0.3181818181818182
Di-PAM,0.0,0.33,4,3,ensemble,0,4|outer_3|ensemble,17,0.40909090909090906
Di-PAM,0.0,0.33,4,4,ensemble,0,4|outer_4|ensemble,16,0.41818181818181815
Di-PAM,0.0,0.33,4,5,ensemble,0,4|outer_5|ensemble,16,0.5454545454545454
Di-PAM,0.0,0.33,22,1,ensemble,0,22|outer_1|ensemble,17,0.5303030303030303
Di-PAM,0.0,0.33,22,2,ensemble,0,22|outer_2|ensemble,17,0.4393939393939394
Di-PAM,0.0,0.33,22,3,ensemble,0,22|outer_3|ensemble,17,0.5303030303030303
Di-PAM,0.0,0.33,22,4,ensemble,0,22|outer_4|ensemble,16,0.3090909090909091
Di-PAM,0.0,0.33,22,5,ensemble,0,22|outer_5|ensemble,16,0.6545454545454545
Di-PAM,0.0,0.33,2002,1,ensemble,0,2002|outer_1|ensemble,17,0.40909090909090906
Di-PAM,0.0,0.33,2002,2,ensemble,0,2002|outer_2|ensemble,17,0.8333333333333334
Di-PAM,0.0,0.33,2002,3,ensemble,0,2002|outer_3|ensemble,17,0.4696969696969697
Di-PAM,0.0,0.33,2002,4,ensemble,0,2002|outer_4|ensemble,16,0.509090909090909
Di-PAM,0.0,0.33,2002,5,ensemble,0,2002|outer_5|ensemble,16,0.6727272727272728
Di-PAM,0.0,0.33,18473,1,ensemble,0,18473|outer_1|ensemble,17,0.5909090909090909
Di-PAM,0.0,0.33,18473,2,ensemble,0,18473|outer_2|ensemble,17,0.5757575757575758
Di-PAM,0.0,0.33,18473,3,ensemble,0,18473|outer_3|ensemble,17,0.4090909090909091
Di-PAM,0.0,0.33,18473,4,ensemble,0,18473|outer_4|ensemble,16,0.6727272727272727
Di-PAM,0.0,0.33,18473,5,ensemble,0,18473|outer_5|ensemble,16,0.3090909090909091
Di-PAM,0.0,0.33,55602,1,ensemble,0,55602|outer_1|ensemble,17,0.6212121212121212
Di-PAM,0.0,0.33,55602,2,ensemble,0,55602|outer_2|ensemble,17,0.409090909090909
Di-PAM,0.0,0.33,55602,3,ensemble,0,55602|outer_3|ensemble,17,0.6060606060606061
